"","Camper ID","Age","2021 > Grade","Gender","School","Years at camp","Sibling count","Lead source","Primary family city","Primary family state","Primary family country","Primary family zip","Do you have a copy of this year’s catalog?","2021 > trip code (ex. CAL 1, CAL 1A, CAL 1B, etc.) names (all)","2021 > trip + section names (all)","2021 > Enrolled sibling count","2021 > Status","2021 > First enrollment request date","2021 > First enrollment date","2021 > Unenrollment date","2021 > Is your child attending with a friend?","2021 ^Student Eval","2021 ^Expectations","2021 ^Trip Length","2021 ^^Interested in Another Trip?","2021 ^^^Future Trip?","2021 ^^^^Leader Rating of Student","2022 > Status","2022 > trip code (ex. CAL 1, CAL 1A, CAL 1B, etc.) names (all)"
"1019","3678","18","11th","Female","Page High School","2","1","Friend","Greensboro","NC",,"27408",,"KIL 4","Kilimanjaro 4","1","Enrolled","08-17-2021","07-02-2022","07-02-2022","No","5","Met expectations","Just Right","Yes","MYS, CHA, THA, SAF","5","Cancelled",
"1020","3685","18","11th","Male","Page High School","2","1","Friend","Greensboro","NC",,"27408",,"THA 2A","Thailand 2","1","Enrolled","08-17-2021","08-17-2021",,"No","5","Met expectations","Just Right","Not Sure","CHA, KIL","5","Alumni",
"1021","8552","13","6th","Female","Agnes Irwin","1","2","Friend","Devon","PA",,"19333",,"CAL 3C","California 3",,"Enrolled","09-08-2021","09-09-2021","09-09-2021","Yes","5","Met expectations","Just Right","Yes","MAU; BCR","5","Alumni",
"1022","9355","15","7th","Male","Canterbury School","1","0","Friend","Greensboro","NC",,"27408",,"CAL 3A","California 3",,"Enrolled","01-18-2022","01-18-2022",,"No","5","Met expectations","Just Right","Yes","MAU","5","Alumni",
"1023","6061","16","9th","Male","Berkshire School","4","0","Friend","Charlotte","NC",,"28207",,"FIJ 2B","Fiji 2",,"Enrolled","08-12-2021","08-12-2021",,"Yes","4","Met expectations","Just Right","Not Sure",,"2","Enrolled","DOL 2B"
"1024","5771","17","10th","Female","Clarke Middle School","1","0","Friend","Athens","GA",,"30606",,"EGP 3A","Ecuador+Galapagos 3",,"Enrolled","08-17-2021","08-17-2021",,"No","4","Met expectations","Too Long","Not Sure","THA; CRO; SPM","4","Alumni",
"1025","6130","18","10th","Female","Myers Park High School","4","1","Friend","Charlotte","NC","United States","28207",,"SPM 2A","Spain + Morocco 2",,"Enrolled","08-12-2021","08-13-2021",,"No",,,,,,"5","Enrolled","SLO 2A"
"1026","809","19","11th","Male","Brentwood Middle School","3","1","Word of Mouth","Nashville","TN",,"37215",,"CHA 1A","Chamonix Alps 1","1","Enrolled","08-18-2021","09-01-2021","09-01-2021","Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure","KIL","Off the Charts (Highest)","Alumni",
"1027","5473","19","11th","Male","Baylor School TN","2","1","Friend","Signal Mountain","TN",,"37377",,"CHA 1B","Chamonix Alps 1","1","Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes",,"3","Alumni",
"1028","6745","17","9th","Female","Brentwood High School","3","1","Word of Mouth","Nashville","TN",,"37215",,"SPM 1A","Spain + Morocco 1","1","Enrolled","08-12-2021","08-12-2021","08-12-2021","Yes","5","Met expectations","Just Right","Yes","FIJ","4","Enrolled","EGP 1A"
"1029","8212","16","8th","Male","Baylor School TN","2","1","Friend","Signal Mountain","TN",,"37377",,"BGW 1C","Big Wild 1","1","Enrolled","08-19-2021","08-19-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","INTL","Off the Charts (Highest)","Enrolled","EGP 3A"
"1030","2507","19","11th","Male","Mountain Brook High School","4","1","I'm a Moondance Alumni","Birmingham","AL","United States","35223","No","KEZ 2A","Kenya + Zanzibar 2",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure",,"3","Alumni",
"1031","8655","15","8th","Female","The Westminster Schools","2","0","Friend","Atlanta","GA",,"30342",,"BCO 1C","British Columbia 1",,"Enrolled","09-09-2021","09-10-2021",,"No","5","Met expectations","Just Right","Yes","HWI, ICE, BCR, FIJ","Off the Charts (Highest)","Enrolled","SAF 1B"
"1032","8871","16","9th","Male","Memphis University School","1","1","Friend","Memphis","TN",,"38117",,"CRO 1B","Croatia 1","1","Enrolled","12-13-2021","12-13-2021",,"No","5","Met expectations","Too Long","Yes",,"5","Cancelled",
"1033","9451","17","10th","Male","Memphis University School","1","1","Friend","Memphis","TN",,"38117",,"NLT 1B","Northern Lights 1","1","Enrolled","02-08-2022","02-08-2022",,"No","5","Met expectations","Too Long","No",,"5","Cancelled",
"1034","7014","20","12th","Female","Maggie L. Walker Governor's School","1","1","Friend","Richmond","VA",,"23226",,"HWI 3A","Hawaiian Islands 3","1","Enrolled","08-20-2021","08-20-2021","08-20-2021","No","Off the Charts (Highest)","Exceeded expectations","Just Right",,,"4","Alumni",
"1035","7013","16","9th","Female","St. Catherine's School","4","1","Friend","Richmond","VA",,"23226",,"CRO 3B","Croatia 3","1","Enrolled","08-12-2021","08-12-2021",,"No","5","Met expectations","Just Right","Not Sure",,"3","Enrolled","THA 2B"
"1036","8788","15","7th","Female","Harpeth Hall School","3","1","Friend","Franklin","TN",,"37069",,"CAL 2B","California 2",,"Enrolled","09-14-2021","09-15-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","MAU, ICE, BCR","Off the Charts (Highest)","Enrolled","BCR 2B"
"1037","3739","19","12th","Female","Ensworth School","3","2","Friend","Nashville","TN",,"37215",,"KIL 1","Kilimanjaro 1","1","Enrolled","09-06-2021","10-04-2021",,"Yes","4","Met expectations","Just Right","No",,"Off the Charts (Highest)","Alumni",
"1038","1944","17","10th","Female","Ensworth School","3","2","Friend","Nashville","TN",,"37215",,"SLO 2B","SLO 2","1","Enrolled","08-19-2021","08-19-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","KIL, KEZ, THA, CHA","Off the Charts (Highest)","Enrolled","MAD 3"
"1039","9390","16","8th","Male","Jackson Preparatory School","2","0","Friend","Jackson","MS",,"39216",,"BGW 2B","Big Wild 2",,"Enrolled","01-27-2022","01-28-2022",,"No","5","Met expectations","Just Right","Not Sure","MAU, HWI","5","Enrolled","MAU 2C"
"1040","7201","15","7th","Female","St. Mary's Episcopal School","2","0","Friend","Memphis","TN",,"38117",,"BCO 3A","British Columbia 3",,"Enrolled","09-21-2021","09-21-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","ICE, SAF, FIJ","5","Alumni",
"1041","7167","20","12th","Female","UMS-Wright Preparatory School","2","0","Friend","Mobile","AL",,"36607",,"CHA 1A","Chamonix Alps 1",,"Enrolled","08-12-2021","08-13-2021",,"No","5","Met expectations","Just Right",,,"Off the Charts (Highest)","Alumni",
"1042","9230","17","9th","Female","The King's Academy","3","0","Social Media","North Palm Beach","FL",,"33410",,"DOL 3B","Dolomites 3",,"Enrolled","03-25-2022","04-05-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","HWI; MPU; CHA","Off the Charts (Highest)","Enrolled","SPM 1A"
"1043","8355","16","8th","Female","Wesleyan School","3","0","Friend","Atlanta","GA",,"30350",,"BGW 3A","Big Wild 3",,"Enrolled","09-09-2021","09-09-2021",,"Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","FIJ; EGP","5","Enrolled","MAU 3A"
"1044","9363","18","11th","Female","Valor College Prep","1","1","Friend","Nashville","TN","United States","37212-3758",,"THA 1B","Thailand 1",,"Enrolled","01-21-2022","01-26-2022",,"No","5","Met expectations","Just Right","No",,"Off the Charts (Highest)","Alumni",
"1045","9755","15","8th","Female","Brearley School","2","0","Web Search","New York","NY",,"10014",,"CAN 1","Canyonlands 1",,"Enrolled","05-16-2022","05-19-2022",,"No","5","Exceeded expectations","Just Right","Yes","MAU, HWI, BCR","5","Enrolled","ICE 1A"
"1046","7020","17","10th","Male","Myers Park High School","3","0","Friend","Charlotte","NC","United States","28211",,"SLO 3","Slovenia 3",,"Enrolled","08-17-2021","08-17-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes",,"5","Enrolled","KIL 3"
"1047","3336","17","10th","Female","Hammond School","3","1","I'm a Moondance Alumni","Columbia","SC",,"29206",,"KEZ 3B","Kenya + Zanzibar 3",,"Enrolled","08-17-2021","08-17-2021",,"Yes","5","Exceeded expectations","Too Short","Yes","MYS; SLO; CHA","5","Enrolled","SLO 3A"
"1048","7042","17","10th","Female","St. Andrew's-Sewanee School","2","0","Friend","Nashville","TN",,"37205",,"CRO 1A","Croatia 1",,"Enrolled","08-12-2021","08-12-2021",,"No","5","Met expectations","Too Short","Yes","NLT, DOL, CHA","4","Cancelled",
"1049","8608","16","9th","Female","SYA Rennes, France","2","0","Friend","Atlanta","GA",,"30339",,"BGW 1A","Big Wild 1",,"Enrolled","09-09-2021","09-21-2021",,"Yes","5","Met expectations","Too Short","Yes","CRO","Off the Charts (Highest)","Enrolled","SLO 2B"
"1050","6223","18","10th","Male","Charlotte Country Day School","3","0","Friend","Charlotte","NC",,"28203",,"FIJ 1B","Fiji 1",,"Enrolled","08-12-2021","08-13-2021",,"Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","KIL","Off the Charts (Highest)","Cancelled",
"1051","6760","14","7th","Female","MICDS","2","1","Family","Hilton Head Island","SC",,"29938",,"BCO 1A","British Columbia 1",,"Enrolled","09-11-2021","09-13-2021",,"Yes","4","Exceeded expectations","Just Right","Yes","BCR, MAU","4","Enrolled","BCR 1C"
"1052","5063","17","9th","Female","Holy Innocents Episcopal School","1","1","Word of Mouth","Atlanta","GA",,"30342",,"SAF 1A","South Africa 1","1","Enrolled","08-17-2021","08-19-2021","08-19-2021, 08-19-2021","Yes","4","Met expectations","Just Right","Yes",,"4","Alumni",
"1053","6869","14","7th","Male","Holy Innocents Episcopal School","4","1","Word of Mouth","Atlanta","GA",,"30342",,"BCO 3B","British Columbia 3","1","Enrolled","08-12-2021","08-13-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right",,,,"Enrolled","BCR 3A"
"1054","3888","20","12th","Female","Spartanburg High School","3","4","I'm a Moondance Alumni","Spartanburg","SC","United States","29302","No","NOR 2","Norway 2","1","Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right",,,"Off the Charts (Highest)","Alumni",
"1055","3730","18","10th","Female","Holy Innocents Episcopal School","4","2","Friend","Atlanta","GA",,"30327",,"CRO 1A","Croatia 1",,"Enrolled","08-12-2021","08-12-2021",,"No","5","Exceeded expectations","Just Right","Yes","THA","3","Cancelled",
"1056","3731","17","9th","Female","Charlotte Country Day School","3","1","Friend","Charlotte","NC","United States","28211",,"CRO 2A","Croatia 2",,"Enrolled","11-29-2021","12-22-2021",,"Yes","5","Met expectations","Just Right","Yes","FIJ, HWI","Off the Charts (Highest)","Alumni",
"1057","8079","14","7th","Female","The Westminster Schools","2","0","Friend","Atlanta","GA",,"30327",,"CAL 3B","California 3",,"Enrolled","09-09-2021","09-09-2021",,"Yes","5",,,"Yes","ICE","Off the Charts (Highest)","Enrolled","BGW 2B"
"1058","9270","18","11th","Female","Glynn Academy","1","0","Family","St. Simons Island","GA",,"31523",,"OLY 1","The Olympics 1",,"Enrolled","01-04-2022","01-26-2022",,"No","Off the Charts (Highest)","Met expectations","Just Right","Yes","HWI","4","Alumni",
"1059","7190","15","7th","Female","Harpeth Hall School","4","0","Friend","Nashville","TN","United States","37215",,"COT 3A","Colorado Trail 3",,"Enrolled","09-13-2021","09-13-2021",,"Yes","4","Met expectations","Just Right","Yes","MAU; BCR; CAN","Off the Charts (Highest)","Enrolled","BCR 2B"
"1060","9154","15","8th","Female","Marist School","1","0","Word of Mouth","Atlanta","GA",,"30342",,"BCR 3A","Belize+Costa Rica 3",,"Enrolled","11-16-2021","11-16-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes",,"Off the Charts (Highest)","Alumni",
"1061","6057","16","9th","Male","Woodberry Forest School","3","1","Friend","Richmond","VA",,"23226",,"FIJ 2B","Fiji 2",,"Enrolled","08-12-2021","08-12-2021",,"Yes","5","Met expectations","Just Right","Not Sure","HWI, THA, CHA","Off the Charts (Highest)","Enrolled","CHA 3B"
"1062","7342","18","10th","Male","North Atlanta High School","2","1","Family","Atlanta","GA","United States","30309",,"HWI 2B","Hawaiian Islands 2",,"Enrolled","08-12-2021","08-13-2021",,"No","5","Met expectations","Just Right","Not Sure",,"5","Alumni",
"1063","7199","16","9th","Male","Bronx High School of Science","1","0","Google Ad","New York","NY",,"10025",,"SAF 3B","South Africa 3",,"Enrolled","09-09-2021","04-01-2022","04-01-2022","No","5","Exceeded expectations","Just Right","Yes","THA; NOR; HWI","Off the Charts (Highest)","Alumni",
"1064","8477","17","10th","Male","Forsyth Country Day School","1","0","Friend","Winston-Salem","NC",,"27104",,"SAF 2A","South Africa 2",,"Enrolled","09-09-2021","09-09-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","MPU, SLO, KIL, CHA","Off the Charts (Highest)","Dismissed",
"1065","6923","16","10th","Male","MICDS","2","0","Friend","St. Louis","MO",,"63124",,"MID 1","Midnight Sun 1",,"Enrolled","10-08-2021","10-08-2021",,"No","3","Met expectations","Just Right","Not Sure",,"4","Enrolled","KIL 2"
"1066","9109","16","9th","Male","Robinson High School","1","1","Friend","Tampa","FL",,"33606",,"BCR 1A","Belize+Costa Rica 1",,"Enrolled","11-08-2021","11-08-2021",,"Yes","4","Met expectations","Just Right","Yes",,"Off the Charts (Highest)","Alumni",
"1067","7168","16","8th","Male","Oberlin Magnet Middle School","2","1","Friend","Raleigh","NC",,"27608",,"BCR 3C","Belize+Costa Rica 3",,"Enrolled","09-09-2021","09-09-2021",,"No","Off the Charts (Highest)",,,"Yes","CRO, SPM","Off the Charts (Highest)","Alumni",
"1068","9732","18","10th","Male","Providence day school","2","1","Friend","Charlotte","NC",,"28202",,"NLT 2B","Northern Lights 2",,"Enrolled","05-03-2022","05-03-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","CHA","Off the Charts (Highest)","Enrolled","CHA 4A"
"1069","8826","14","7th","Female","St. Louis Catholic School","1","0","Web Search","Niwot","CO",,"80503",,"CAL 2B","California 2",,"Enrolled","09-19-2021","09-20-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","ICE","3","Alumni",
"1070","8050","16","9th","Female","Greenfield School","1","0","Friend","Wilson","NC",,"27896",,"BCR 2A","Belize+Costa Rica 2",,"Enrolled","09-09-2021","11-15-2021","11-15-2021","Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","FIJ","Off the Charts (Highest)","Alumni",
"1071","4063","18","11th","Female","Summit High School","3","1","Friend","Summit","NJ","United States","07901",,"SLO 2A","SLO 2",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure","MYS","Off the Charts (Highest)","Alumni",
"1072","9756","15","8th","Female","Darlington School","3","1","Friend","Columbus","GA",,"31904",,"CAN 1","Canyonlands 1",,"Enrolled","05-16-2022","05-19-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","PNW","5","Enrolled","ICE 1A"
"1073","8760","14","7th","Female","Hammond School","2","0","Friend","Columbia","SC",,"29206",,"CAL 1B","California 1",,"Enrolled","09-13-2021","09-13-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure","BCR, MAU","Off the Charts (Highest)","Enrolled","BCR 3B"
"1074","8183","15","7th","Male","The Lovett School","3","3","Family","Atlanta","GA","United States","30339",,"BCO 3B","British Columbia 3","1","Enrolled","08-19-2021","08-19-2021",,"No","5","Exceeded expectations","Just Right","Yes","DOL, ICE",,"Enrolled","ICE 3B"
"1075","5810","17","10th","Female","EC Glass High School","3","0","Friend","Lynchburg","VA",,"24503",,"FIJ 1A","Fiji 1",,"Enrolled","08-12-2021","08-12-2021",,"Yes","Off the Charts (Highest)","Met expectations","Just Right","Not Sure",,"4","Enrolled","THA 1A"
"1076","8196","16","9th","Female","Savannah Country Day School","2","2","Friend","Savannah","GA",,"31411",,"CRO 1B","Croatia 1","1","Enrolled","08-19-2021","09-16-2021","08-19-2021, 08-20-2021, 09-16-2021","No","5","Exceeded expectations","Just Right","Yes","SPM, DOL, CHA, KIL","5","Enrolled","YOS 1"
"1077","8567","18","11th","Female","Heathwood Hall Episcopal School","1","0","Friend","Chapin","SC",,"29036",,"SLO 2A","SLO 2",,"Enrolled","09-09-2021","02-09-2022",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes",,"4","Alumni",
"1078","7727","15","9th","Male","Polytechnic School","3","1","Social Media","Los Angeles","CA",,"90004",,"PNW 1A","Pacific Northwest 1",,"Enrolled","09-09-2021","09-13-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","NLT, SPM","Off the Charts (Highest)","Enrolled","SPM 1B"
"1079","5839","18","11th","Female","Ladue High School","1","0","Friend","St. Louis","MO","United States","63124",,"HWI 2A","Hawaiian Islands 2",,"Enrolled","08-17-2021","08-17-2021",,"No","5","Met expectations","Just Right","Not Sure","MYS, CHA, SLO","Off the Charts (Highest)","Alumni",
"1080","7018","18","11th","Female","Savannah Country Day School","2","2","Friend","Savannah","GA",,"31411",,"CHA 1B","Chamonix Alps 1","1","Enrolled","08-12-2021","08-13-2021",,"No","5","Met expectations","Too Short","Not Sure","MYS, NLT","Off the Charts (Highest)","Alumni",
"1081","7702","16","8th","Male","Palm Beach Day School","3","1","Friend","Palm Beach","FL","United States","33480",,"MAU 1B","Maui 1",,"Enrolled","08-12-2021","08-13-2021",,"No","4","Met expectations","Just Right","Not Sure","FIJ","Off the Charts (Highest)","Enrolled","BCR 1A"
"1082","4634","17","10th","Male","O.Henry Middle School","3","1","Friend","Austin","TX",,"78703",,"NLT 2A","Northern Lights 2",,"Enrolled","11-29-2021","11-29-2021",,"No","5","Met expectations","Just Right","Yes","YOS; YEL; BGW","5","Enrolled","MAD 3"
"1083","8742","14","7th","Female","North Atlanta High School","3","0","Social Media","Atlanta","GA",,"30328",,"CAL 2A","California 2",,"Enrolled","09-11-2021","09-13-2021",,"Yes","5","Exceeded expectations","Just Right","Yes","MAU, CAN","Off the Charts (Highest)","Enrolled","BCR 2B"
"1084","5511","17","10th","Female","Academy of Richmond County","1","1","Friend","Augusta","GA",,"30909",,"HWI 3B","Hawaiian Islands 3",,"Enrolled","08-17-2021","08-17-2021",,"No","5","Met expectations","Just Right","Yes","KEZ; KIL","Off the Charts (Highest)","Alumni",
"1085","9310","14","7th","Female","J. H. Rose High School","1","0","Family","Greenville","NC",,"27834",,"CAL 2A","California 2",,"Enrolled","01-11-2022","01-11-2022",,"Yes","4","Met expectations","Just Right","Not Sure","MAU","5","Alumni",
"1086","5784","17","10th","Female","The Lawrenceville School","3","0","Friend","Mooresville","NC",,"28117",,"SLO 1B","Slovenia 1",,"Enrolled","08-12-2021","08-16-2021","08-16-2021","No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","KEZ, KIL, MYS","5","Enrolled","KIL 1"
"1087","9274","15","8th","Female","Broughton High School","3","0","Friend","Raleigh","NC",,"27615",,"BGW 2C","Big Wild 2",,"Enrolled","01-05-2022","02-03-2022",,"No","5","Met expectations","Just Right","Yes","CRO, MAU","5","Enrolled","PNW 2A"
"1088","8305","18","11th","Female","George Washington University Online High School","2","1","Friend","Knoxville","TN",,"37919",,"NOR 2","Norway 2","1","Enrolled","09-09-2021","01-31-2022","01-31-2022","No","5","Exceeded expectations","Just Right","Yes","HWI, SPM, KEZ","Off the Charts (Highest)","Enrolled","KIL 4"
"1089","9616","18","12th","Male","Oak Hill Academy","1","1","Friend","Knoxville","TN",,"37919",,"KEZ 3A","Kenya + Zanzibar 3","1","Enrolled","04-08-2022","04-12-2022",,"No",,,,,,"1","Alumni",
"1090","5059","17","10th","Male","Atlanta International School","3","2","Friend","Atlanta","GA","United States","30309",,"MID 1","Midnight Sun 1","1","Enrolled","08-12-2021","08-12-2021",,"No","3","Did not meet expectations","Too Long","Not Sure",,"4","Enrolled","CHA 2B"
"1091","6117","15","8th","Female","Atlanta International School","4","2","Friend","Atlanta","GA","United States","30309",,"MAU 1B","Maui 1","1","Enrolled","08-12-2021","08-12-2021",,"No","4","Met expectations","Just Right","Not Sure","FIJ","Off the Charts (Highest)","Enrolled","FIJ 1B"
"1092","5925","18","10th","Male","The Westminster Schools","2","1","Friend","Atlanta","GA",,"30309",,"THA 1A","Thailand 1",,"Enrolled","08-12-2021","08-13-2021",,"Yes","5","Exceeded expectations","Just Right","Yes","SAF, CRO, SPM, DOL, KIL","4","Alumni",
"1093","8402","15","8th","Female","Porter Gaud","1","2","Word of Mouth","Mount Pleasant","SC",,"29464",,"MAU 3C","Maui 3",,"Enrolled","09-08-2021","09-09-2021",,"No","Off the Charts (Highest)","Met expectations","Too Short","Yes","FIJ","Off the Charts (Highest)","Alumni",
"1094","5942","17","10th","Female","Ponte Vedra High School","2","1","I'm a Moondance Alumni","Ponte Vedra Beach","FL","United States","32082","No","HWI 2A","Hawaiian Islands 2",,"Enrolled","08-17-2021","08-19-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure","SPM","Off the Charts (Highest)","Enrolled","SLO 2A"
"1095","5425","18","10th","Female","The Westminster Schools","4","0","I'm a sibling of a Moondance Alumni","Sandy Springs","GA",,"30327",,"NLT 2B","Northern Lights 2",,"Enrolled","08-12-2021","08-12-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","YOS; CHA; SLO","Off the Charts (Highest)","Enrolled","CHA 4A"
"1096","7953","15","8th","Male","Woodberry Forest School","3","1","Friend","Charlotte","NC",,"28207",,"PNW 2B","Pacific Northwest 2",,"Enrolled","09-09-2021","09-13-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","CRO; DOL; FIJ; NLT","Off the Charts (Highest)","Enrolled","CRO 3B"
"1097","679","18","11th","Male","Indian Springs School","4","1","I'm a Moondance Alumni","Birmingham","AL",,"35213","Yes","MYS 1","Mystery Trip 1",,"Enrolled","08-12-2021","08-31-2021","08-31-2021","No","5","Met expectations","Too Short","Not Sure","MYS","5","Alumni",
"1098","4513","18","11th","Male","Charlotte Catholic High School","2","1","Friend","Charlotte","NC",,"28226",,"CHA 3A","Chamonix Alps 3",,"Enrolled","08-12-2021","08-13-2021",,"No",,,,,"KIL; MYS","Off the Charts (Highest)","Alumni",
"1099","6432","15","7th","Female","Spartanburg Day School","3","2","Family","Spartanburg","SC",,"29302",,"BCO 1A","British Columbia 1",,"Enrolled","08-12-2021","08-13-2021",,"No","5","Met expectations","Just Right","Yes",,"Off the Charts (Highest)","Enrolled","BCR 2B"
"1100","8430","16","9th","Female","The Lovett School","1","1","Family","Atlanta","GA",,"30327",,"FIJ 3B","FIJ 3",,"Enrolled","09-07-2021","10-19-2021","10-19-2021","Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","CRO; SPM; SAF","4","Alumni",
"1101","7963","15","8th","Male","Trinity Episcopal School","1","0","Friend","Austin","TX",,"78703",,"BGW 1C","Big Wild 1",,"Enrolled","09-09-2021","09-10-2021",,"No","5","Exceeded expectations","Just Right","Not Sure","CAN, BCR","Off the Charts (Highest)","Alumni",
"1102","5058","18","11th","Female","Montgomery Academy","2","0","Friend","Montgomery","AL","United States","36111",,"SLO 1B","Slovenia 1",,"Enrolled","08-17-2021","08-17-2021",,"No","Off the Charts (Highest)","Met expectations","Too Short","Yes","KEZ","Off the Charts (Highest)","Enrolled","KEZ 1A"
"1103","7066","16","9th","Female","Harpeth Hall School","4","1","Family","Nashville","TN","United States","37205",,"EGP 3B","Ecuador+Galapagos 3",,"Enrolled","08-12-2021","08-13-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","DOL; SPM; NOR; SLO","5","Enrolled","SLO 1B"
"1104","9573","14","7th","Male","Mercer Island Middle School","1","0","Friend","Mercer Island","WA",,"98040",,"BCO 2B","British Columbia 2",,"Enrolled","03-13-2022","03-15-2022",,"No","5","Exceeded expectations","Just Right","Yes",,"5","Alumni",
"1105","8708","17","10th","Female","Charlotte Catholic High School","3","1","Friend","Waxhaw","NC",,"28173",,"KIL 4","Kilimanjaro 4",,"Enrolled","09-09-2021","02-10-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","KEZ, THA","5","Enrolled","NOR 2"
"1106","7368","17","10th","Female","Asheville High School","2","0","Word of Mouth","Asheville","NC",,"28803",,"FIJ 1A","Fiji 1",,"Enrolled","08-18-2021","08-18-2021",,"Yes","5","Did not meet expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"1107","8328","18","11th","Male","Episcopal High School","1","1","Friend","Pinehurst","NC",,"28374",,"SLO 1B","Slovenia 1","1","Enrolled","09-09-2021","09-10-2021",,"No","Off the Charts (Highest)","Exceeded expectations",,"Yes","KIL, NLT","Off the Charts (Highest)","Alumni",
"1108","8168","17","10th","Female","Houston Academy","2","2","Friend","Dothan","AL",,"36303",,"HWI 2B","Hawaiian Islands 2","1","Enrolled","08-19-2021","08-20-2021",,"Yes","5","Met expectations","Just Right","Yes",,"5","Enrolled","KEZ 2A"
"1109","9563","13","6th","Female","Houston Academy","2","2","Friend","Dothan","AL",,"36303",,"CAL 2C","California 2","1","Enrolled","03-09-2022","03-21-2022",,"No","5","Met expectations","Just Right","Yes","COT","5","Enrolled","BCO 2B"
"1110","4357","18","10th","Male","Episcopal High School","3","2","Family","Birmingham","AL",,"35213",,"FIJ 2A","Fiji 2","1","Enrolled","08-18-2021","08-19-2021",,"No","4","Met expectations","Just Right","No",,"5","Alumni",
"1111","8329","16","9th","Male","Christ School","3","1","Friend","Pinehurst","NC",,"28374",,"CAN 1","Canyonlands 1","1","Enrolled","09-09-2021","09-10-2021",,"No","5","Exceeded expectations","Just Right","Yes","KIL","Off the Charts (Highest)","Enrolled","KIL 1"
"1112","7332","17","10th","Male","Virginia Episcopal School (VES)","4","2","Family","Birmingham","AL",,"35213",,"SAF 2A","South Africa 2","1","Enrolled","08-18-2021","08-18-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","MYS, CRO","Off the Charts (Highest)","Enrolled","CHA 5B"
"1113","7858","14","7th","Female","St. Catherine's School","1","1","Friend","Richmond","VA","United States","23235",,"CAL 1A","California 1",,"Enrolled","08-19-2021","08-19-2021",,"Yes","5","Met expectations","Just Right","Not Sure","MAU, SPM","Off the Charts (Highest)","Alumni",
"1114","5812","17","10th","Female","New Hanover High School","2","1","Friend","Wilmington","NC",,"28405",,"HWI 1B","Hawaiian Islands 1",,"Enrolled","08-17-2021","08-17-2021",,"Yes","5","Met expectations","Just Right","Yes","CHA, SAF, DOL","5","Enrolled","SLO 3B"
"1115","6473","18","11th","Female","Saint Vincent’s Academy","1","1","Friend","Savannah","GA",,"31419",,"THA 1B","Thailand 1",,"Enrolled","08-19-2021","02-04-2022",,"Yes","5","Exceeded expectations","Just Right","Not Sure","SAF, KEZ","5","Alumni",
"1116","2198","17","10th","Female","Trinity Episcopal School","2","1","Friend","New Orleans","LA",,"70118",,"THA 1B","Thailand 1",,"Enrolled","09-02-2021","02-09-2022",,"Yes","5","Exceeded expectations","Just Right","Not Sure","FIJ, BCR, HWI","Off the Charts (Highest)","Alumni",
"1117","668","19","11th","Male","Alamo Heights High School","5","0","I'm a Moondance Alumni","San Antonio","TX",,"78209","Yes","MYS 1","Mystery Trip 1",,"Enrolled","08-12-2021","08-31-2021","08-31-2021","No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure","CHA","Off the Charts (Highest)","Alumni",
